,x_coord,y_coord
Joy Division,11.439375088,-8.61377681189
Junior Boys,2.05004254581,-0.402195586099
Junior Caldera,1.11819998263,-1.29152441363
Junior Senior,-0.248715165191,-3.9135022101
Junkie XL,1.84374261641,3.33687647456
Juno Reactor,-6.07615788364,5.66027759265
Just Jack,-3.1898917805,12.3854986017
Justice,2.0492410991,2.4249347837
Justin Bieber,-1.32106699387,20.2440119168
Justin Timberlake,-3.35320624295,21.5535155145
Jónsi,7.10429424622,7.06808438159
K.I.Z.,2.19795362364,3.55201623677
KAT-TUN,-11.6904771258,-12.8592159522
KMFDM,3.97301380891,-6.36793946871
KT Tunstall,-9.78051761671,-14.9503383249
Kaiser Chiefs,13.5291979193,5.84833328501
Kaizers Orchestra,-14.1332311119,-18.5883937446
Kalomoira,-17.9234845752,-4.90575685011
Kamelot,-0.750486258212,-13.9406463819
Kanye West,-2.139313779,7.63189024413
Karl Wolf,-17.9231613265,-4.91335732807
Katatonia,-16.0949874434,-16.2628899856
Kate Bush,-11.3001062026,-2.07884333989
Kate Nash,-10.4963489509,12.3436039997
Katie Melua,-0.0132820902512,-0.0822735092121
Katy Perry,-3.33207351846,20.8419809895
Ke$ha,-0.678081316602,17.3664863991
Keane,-6.41779806467,-13.2417590499
Keith Urban,-20.9421079527,-16.5044219083
Kelly Clarkson,-4.53544700363,16.0086725393
Kent,-2.98812689108,-10.2186159067
Kerli,-0.594746087065,13.3059250755
Kettel,-8.10298299037,1.01439487165
Kid Cudi,-1.81247287397,6.62122372318
Kids of 88,9.37362791974,8.0098455736
Kill Hannah,8.43874252623,6.12824923431
Killing Joke,-9.02459272868,-19.1107802693
Killswitch Engage,-19.2791467218,-16.3711632622
KinKi Kids,-11.6904769758,-12.8592165341
Kings of Convenience,-0.455074133956,-9.710990872
Kittie,-12.963178977,-20.6655258122
Klein & Mbo,9.70598513906,-6.30792971851
Kool G Rap,-6.09235690633,-24.5288887781
Korn,-15.6351336107,-1.18467559487
Kostas Martakis,-2.98861584415,-10.2186024237
Kreator,-20.3834674346,-9.05794226174
Kristinia DeBarge,-17.9152384202,-4.89412079713
Krypteria,-16.0949890603,-16.2628899866
Kuervos del Sur,-10.149893599,-13.334469624
Kyau vs. Albert,10.6918990006,13.1581129938
Kylie Minogue,-1.24881860204,15.8293756612
L'Arc~en~Ciel,-14.891760338,-14.3045106057
L'Âme Immortelle,-4.68362597909,19.587141708
LAREINE,15.8303905067,-21.6633113443
LUNA SEA,-14.8917606667,-14.3045105926
La Roux,-4.58565636774,-2.1543442946
LaFee,-5.25924188507,21.0494376384
Lacrimosa,-5.7687201862,-10.655268043
Lacuna Coil,-1.01729930133,-15.1022176024
Lady Gaga,-0.993968373099,16.9847311612
Ladytron,4.1374597577,-1.97576345876
Laibach,-11.3383365555,-19.7936679292
Laith Al-Deen,-5.53874797189,-10.2561346947
Lara Fabian,-8.39361193732,-11.5052931535
Lard,-10.8107617506,-20.3187794663
Lasgo,9.83808359752,14.111384767
Le Tigre,4.20588816526,12.7281604864
Lena,-10.2611044109,13.0826589942
Lenny Kravitz,-3.78498483976,20.3218648721
Leona Lewis,-11.8446316319,-18.5151068013
Les Anges De La Nuit,-5.08563512406,-7.56415383544
Lily Allen,-4.44311863781,16.3732776476
Limp Bizkit,14.251654266,5.35248460515
Lindsay Lohan,-0.699842842258,15.3700933564
Lindsey Buckingham,1.14528611892,12.4601995391
Linkin Park,10.0656221047,3.57553951742
Liquid Divine,-4.78058048091,-8.85245396433
Little Joy,14.7917151869,6.28249673076
Lo-Fi-Fnk,-3.00726005054,-10.2214211318
Local Natives,-10.4823753092,12.4954347517
Lola Angst,7.60411134217,-16.4868554793
London After Midnight,-6.42922024711,-18.0543798864
Lone,-8.15167168442,3.27111801017
Lonestar,16.357499426,-22.3581558176
Long Tall Texans,-17.5877015939,-12.5021480579
Loose Ends,-2.1317615616,-20.4495329558
Los Auténticos Decadentes,-9.12185682718,-10.2948698292
Los Concorde,-18.2209130913,6.17762721415
Los Fresones Rebeldes,-8.28837108479,-16.0234622157
Los Jaivas,-13.1584020872,-12.6923656044
Loscil,-9.4911461734,4.76107877739
Lost Signal,-5.14232310745,-7.57987037668
Lostprophets,-16.1298157799,0.790655166325
Lowe,-4.69676454556,-3.16232338482
Ludwig van Beethoven,18.5807359325,0.445653534685
Lumen,12.4974160542,6.01798299049
Luna,-8.34922570574,-15.3653386004
Lupe Fiasco,-1.81247255316,6.62122384966
Lykke Li,-1.57023358192,16.3166570812
M. Pokora,-2.38322837175,20.6704197572
M.I.A.,-2.75682537437,6.69480865104
M83,-8.10298293187,1.01439497438
MALICE MIZER,-11.8295969675,-19.5101757028
MF DOOM,-1.9913596241,4.33047538547
MSTRKRFT,2.02111141759,2.07158069916
Mad Sin,-17.5434602835,-12.4887951159
Madeleine Peyroux,15.9186753367,-3.64635045104
Madness,14.4855689467,-7.14453101166
Madonna,-1.49749635214,16.901845313
Magazine,11.8274266808,-7.87600767734
Magnitophono,-8.40283347777,-0.602319208267
Mando,-14.5780778451,2.4607108737
Mandy Moore,-1.90603168244,14.3584771226
Manekinekod,-9.87137837308,-4.22126868604
Manu Chao,-12.1237989545,-22.1152910188
Manufactura,4.34446225293,-8.66202620835
Maria Daniela Y Su Sonido Lasser,-2.99159209271,-10.2206709603
Mariah Carey,-17.9152384426,-4.89412080944
Marie Serneholt,-2.5701728277,16.6325260419
Marilyn Manson,-13.0624376896,-15.8937352085
Marilyn Monroe,-11.1670863741,-0.694003620135
Marina & the Diamonds,-8.56626547877,12.5132951731
Mark Lanegan,-23.7007550775,-16.1842345521
Mark Ronson,-3.26479556699,12.2914051677
Markus Schulz,10.1368335297,13.1573037744
Maroon 5,-14.7255934205,2.27644319562
Marsheaux,-4.3268832473,-3.4386028546
Martin Solveig,1.76850658691,2.63217424723
Mary Elizabeth McGlynn,15.8516678136,0.24788524116
Mary J. Blige,14.1246451612,7.23877030917
Massari,14.5361348608,-22.151064725
Massive Attack,2.9489207344,3.36762191106
Masta Ace,-6.09235254991,-24.528853939
Master Tempo,-2.19109613237,7.65833069133
Matanza,-13.6099259455,-16.1805371463
Matt & Kim,-9.88914805426,12.3090003487
Maxwell,-17.9079003571,-4.89728904756
Mecano,11.480166768,-9.33253336325
Megadeth,-0.375851985451,-14.362030848
Mekong Delta,-8.46063715485,-20.7769879049
Melotron,-6.64588434963,19.6677886853
Melt-Banana,19.6191395896,-3.89121359935
Men at Work,12.3943890546,-8.24103856186
Menomena,-6.87089942713,-13.268454823
Merzbow,19.6242918941,-3.95918156511
Mesh,-4.38870596655,-3.39825134675
Messer Chups,-2.54388885896,-18.9665337491
Metallica,-19.3413571175,-16.0737893862
Method Man,-6.09235427991,-24.5288595169
Metro Station,-10.4549080868,-18.124113108
Metronomy,-9.81604094824,-4.38364103718
Mew,11.2664770142,4.7486400592
Michael Jackson,-3.82556894363,20.3608238916
Michigan,-4.3269456639,-3.43868036763
Mike Oldfield,18.6991109132,0.487178835998
Mike Patton,19.5897925518,-3.68523129011
Miles Davis,15.9194516295,-3.64601784449
Mindless Faith,7.63354122236,-14.308494727
Mindless Self Indulgence,14.1843172174,3.69023867863
Minerve,-5.07858848652,-4.91926346867
Ministry of Sound,-14.5864668801,-7.78204147403
Miranda Cosgrove,-4.40435223343,16.0171815548
Misfits,-17.5877001075,-12.5021480493
Miss Construction,-5.22911016175,19.2213703075
Miss Kittin,-4.77289676526,-15.1104211152
Missing Persons,12.3862915362,-7.93827894
Moby,2.2802385283,4.32398462263
Mocca,-10.451700099,13.1618630345
Modest Mouse,-8.09520846405,-13.4821701648
Modà,-21.9111332744,-13.0386909683
Monica,-12.5438317599,-1.76826020417
Monrose,-5.42623742377,20.5198995714
Monster Magnet,-23.7575103882,-16.175690265
Morbid Angel,-0.225365804779,-3.97780260895
Morcheeba,-14.5817009888,-7.75638204771
Morphine,-22.17457262,-16.8419951576
Morrissey,15.3719338637,4.86576149506
Mos Def,-5.97078504054,-24.8241855213
Motel,12.4971907132,6.01798868055
Motörhead,10.6851577338,-8.13301574811
Mr. Bungle,19.6242918788,-3.95918153046
Mr. Oizo,-1.05767423498,-5.15145057174
Mr.Children,-23.7575244934,-16.1756870184
Mudvayne,-19.0494763862,-16.3715564882
Muse,-16.7492789802,2.34216844792
My Bloody Valentine,19.6191395037,-3.89121359525
My Chemical Romance,-19.1666463395,0.237629259431
Myslovitz,-18.361215305,-0.01070607236
N.W.A,-6.09633563132,-24.5230876827
NEWS,15.17455552,-21.2765375682
NPR,-10.4142270075,-18.1778247592
Nachtmahr,-6.30410990606,19.0582299943
Nadja Benaissa,-11.2060544032,-2.44763140219
Najwa Karam,15.5975795035,-21.6314310616
Nas,-5.97078447134,-24.8241811712
Natalie Imbruglia,-4.61057873244,16.2568487099
Ne-Yo,-2.3642970806,7.87749216912
Negative Format,2.31350809119,-11.1503525683
Neil Young,-18.5566378411,12.6067571711
Nekromantix,-17.5882380286,-12.5018970333
Netsky,-8.64073395847,-18.4968378094
Neuroticfish,-5.50612279317,-10.1281480165
Nevermore,-20.0839755846,-9.725017022
New Kids on the Block,-2.71073490197,21.7879420058
New Order,11.7024934222,-7.25936292482
Nick Carter,11.7914981054,-11.9364290982
Nickelback,-16.7636448797,-0.931527233251
Nightwish,-1.18586985757,-15.1613077902
Nikolas Metaxas,-18.9462106404,1.25653267426
Nine Inch Nails,4.08726934345,-7.10000271402
Nirvana,15.720700932,4.26649869015
Nitzer Ebb,6.95641427504,-3.97392313076
No Angels,-4.25458759652,16.9354186651
No-Man,-5.68339348975,5.77265489965
Noctura,-16.5432490312,-0.320426807707
Noir Désir,-22.4580433688,-18.465663126
Noisecontrollers,-9.66246877984,-22.575428581
Noisettes,-9.88890973695,12.3131338448
Noisuf-X,4.2298229026,-8.92727615209
Novaspace,7.88225215097,12.8824626188
Noycetm,-5.07512832245,-4.81569089233
Nurzery [Rhymes],3.33510017409,-13.2950897175
O-Zone,14.5863475877,-22.0401754928
O.N.A.,-20.4227611684,-15.7612813804
OK Go,-17.0630210443,3.35397095575
Oasis,-17.2444412402,4.55453178266
OceanLab,9.85993949788,13.6406836026
Ochre,-8.15167170119,3.27111800974
Oh No Oh My,-7.0322791565,-13.4306866386
Oingo Boingo,12.435144398,-8.3364440754
Olivia,15.0341133928,-22.2441214877
Omar A. Rodriguez-Lopez,15.4241031751,-3.44750971407
OneRepublic,-17.3086119923,0.60602890872
Oomph!,-22.829096553,-16.8894928258
Opeth,-15.7750264711,-17.3730337254
Orange Sector,6.79854112098,-16.2883619066
Orgy,-11.4738528729,-17.3430630296
Os Catalépticos,-17.6363707841,-12.520324356
Owl City,4.22986446382,12.6709827578
Ozzy Osbourne,-1.58363783035,-13.4556659068
P!nk,0.768331777677,13.1081226942
P.O.D.,-16.9499625034,0.333722715413
P24,-5.190915626,-8.73213966262
Pac Div,-2.17039598643,6.00157544945
Pain,-10.7903842325,-20.8868813403
Panda Bear,-7.96632505195,0.450558820895
Panic! At the Disco,-9.07990932504,-7.91898678605
Panzer AG,7.59618277018,-14.3241046854
Paolo Meneguzzi,-3.80522410791,20.2854222537
Papa Roach,11.9748981664,4.15476336048
Paradise Lost,-1.41267225807,-15.2676057954
Paradiso Girls,-3.57294067683,20.3220294975
Paramore,13.7206282663,5.66575693488
Paris Hilton,-4.38879131849,18.6460521047
Parálisis Permanente,-8.41020904972,-15.1086828785
Pat Metheny,15.9194516529,-3.64601756461
Patrick Wolf,-11.3238830274,-10.9126294985
Paul McCartney,-21.9134931113,-15.6835482949
Paul Oakenfold,9.68941899423,13.4818534353
Paul Wall,-10.4951753707,-19.7555131861
Paul van Dyk,7.88653355511,11.1194838516
Paula DeAnda,15.0234913203,-22.1385328948
Paulina Rubio,-3.41983651559,17.1665435274
Peaches,-4.56897381904,-15.2054784283
Pearl Jam,-10.1441070629,-13.3404363336
Peggy Lee,-6.22381958391,-20.7486751116
Pendulum,-0.206531288788,-4.00495593313
Perfidious Words,-4.32694585868,-3.43868034534
Pet Shop Boys,6.06138114139,-2.48536200852
Peter Murphy,5.95641721089,-2.51819022388
Phil Collins,15.1899006959,-22.2845980792
Philippe Lamy,-10.2034749255,4.95108861044
Phoenix,-0.407188290457,-4.26998047549
Pink Floyd,-18.8274143676,12.0072630717
Pitchshifter,3.988046997,-6.39738150541
Pitty,-23.8714517685,-15.6151665816
Pixies,-17.2218430358,4.04697171507
Placebo,-16.6547748101,2.77438202652
Plaid,-9.4371781668,4.7618166188
Planet Funk,2.18403426449,3.67865642612
Pleq,-8.52659457833,-0.752569728633
Pleq & Segue,-10.2394466624,4.95382694641
Plumb,-18.5138872644,1.02529376577
Poets of the Fall,11.2667177099,4.74863845247
Polysics,-10.4012563715,-17.4576159742
Porcelain and the Tramps,13.6841328061,5.67367126883
Porcupine Tree,-13.1734337546,-12.6853191454
Portishead,-14.5895588508,-7.79896869137
Preemptive Strike 0.1,6.13333589312,-15.1603679473
Prefuse 73,-5.41953195123,2.29125452026
Pride and Fall,-12.5413666891,-19.5050254573
Primal Scream,-2.22885774893,-6.78431723887
Proem,-8.15258646514,3.27181717236
Project Pitchfork,7.62017524148,-14.3262070804
Prong,-20.2684130525,-9.32331447815
Provision,4.53303400947,-1.43159556299
Proyecto Crisis,3.67316649849,-12.8556329141
Psyclon Nine,4.61543208202,-9.80820667574
Public Enemy,-5.49860600133,-24.5067676173
Puddle of Mudd,14.9767691326,-22.7030081393
Pulsedriver,9.68941749822,13.4818603427
Putilatex,-4.56365969161,-15.196783887
Pzychobitch,6.79854106012,-16.2883624381
Queen,-3.36602059152,-12.6533026519
RBD,-4.29624042761,18.8298833572
RENTRER EN SOI,14.861915354,-22.5244887126
Ra Ra Riot,-18.081389245,6.40028673054
Rachel Stevens,-3.42066766483,22.0454044998
Radiohead,9.64980172097,7.60479182212
Raekwon,-2.75682516923,6.69480765421
Rainbow,-19.3041065608,12.3370914029
Raindancer,-3.267517445,-1.39506809229
Rammstein,-18.5438647845,-16.703511886
Rank 1,9.68941632406,13.4818603751
Rascal Flatts,-3.78157262811,20.2981690753
Ratatat,-10.0871892175,10.879377362
Raul Seixas,-23.6606890427,-16.1868658977
Razed in Black,7.59618277368,-14.3241046972
Reamonn,-23.7020648255,-16.184099899
Reaper,4.34446223278,-8.66202621622
Recoil,-6.35824477093,5.14659897658
Red,-21.2113211584,-13.6394695667
Red Flag,4.43754112419,-2.8210470145
Remi Bandali,14.7638381594,-22.6566734904
Rezurex,-17.5882681789,-12.5018858144
Richard Devine,-10.4139900688,-18.1782400641
Rick Astley,-10.4138529546,-18.1770959573
Ricky Martin,-1.63595981929,17.9639177934
Rie fu,15.2696558898,-21.2720926496
Rihanna,-1.44060969421,18.3350152157
Rise Against,-20.5846537522,-16.5870400076
Robbie Williams,-3.81749827326,20.4720539478
Robert Miles,7.2212962117,11.3303600438
Robert Pattinson,-11.2948802347,-10.8849982921
Robots in Disguise,14.8921591449,5.43813212635
Ronski Speed,10.6368030068,13.1840397449
Rotersand,6.67122829289,-18.2591846445
Roxette,-4.34359511639,21.2096660907
Roxy Music,14.8953772644,-6.97183136214
Roy Orbison,-18.3621287247,12.0286769293
Royal Hunt,16.3632664353,-22.0533680646
Run Level Zero,6.79854113894,-16.2883618918
Runner Runner,-11.0563916778,-18.067551527
Rush,-13.189742365,-12.6745614999
Ryan Adams,-23.2677978165,-14.7535924216
Róisín Murphy,0.0645287645598,-0.135376017532
Röyksopp,-14.5695614597,-7.73741840091
SADS,-14.8917606781,-14.3045105838
Sabaton,-10.4139358623,-18.1783329073
Sadie,-14.7331637167,-15.6235348442
Safri Duo,7.53368376967,11.4670999328
Saliva,16.1166423872,-22.1541186224
Sally Shapiro,5.48038720935,-2.48068006629
Samael,-0.750486257723,-13.9406463883
Sami Yusuf,15.2881842661,-22.3775142712
Samsas Traum,-4.95546301694,19.5062349598
Sander van Doorn,9.78757808904,14.0873028974
Sandy,0.816616522981,13.1013270766
Santa Hates You,7.62979805929,-16.2100915403
Saosin,-16.7048241693,-8.18394590489
Sarah Connor,-5.37931141839,21.1810212944
Sasha,-10.4480152702,-18.5493928424
Saul Williams,-5.97078535055,-24.8241841221
Savage Garden,-3.42075408822,22.0448261773
Savatage,-14.4915629376,-17.6810275509
Saybia,-23.7218255282,-16.1817038882
Scary Kids Scaring Kids,-20.902212907,-17.5645927325
Schandmaul,-12.718961154,-14.4907035866
Schelmish,-12.7504478873,-14.4273176405
Scissor Sisters,-1.64674154185,17.9293652989
Scooter,7.45915868629,11.4483687837
Scorn,4.34446221059,-8.66202620328
Scorpions,-19.3041065627,12.3370924098
Sea Wolf,7.64927120604,6.87679942818
Seabound,-4.68936990296,-4.64270390279
Sebastian,-1.69699067525,-6.23416125081
See-Saw,15.1745553218,-21.2765382639
Seether,-16.9117020795,-0.265170510109
Seether (Feat. Amy Lee),14.7375165883,-22.6461138342
Segue,-6.65413801089,5.42348403482
Seize,2.18396433624,3.67860525415
Senses Fail,-21.017551083,-17.5085471874
Sentenced,-15.7995482292,-17.7446442465
September,-0.53284197144,17.1418602867
Sepultura,-0.90320972112,-14.3310544187
Serge Gainsbourg,-3.19031754184,20.4077394194
Serj Tankian,11.6432289272,3.75335257623
Sero.Overdose,-5.17543491886,-8.68122891332
Sex Pistols,-22.5295759128,-18.4513322055
Shaaman,-14.348554202,-17.997351126
Shakira,1.13165808824,12.6284579202
Shayne Ward,14.6044898233,-22.0140451321
She & Him,-8.56626475823,12.5132954266
She Wants Revenge,-9.75067043779,-18.50654644
Sheryl Crow,-4.61057859136,16.256848778
Shimon Masato,-10.9013138258,-18.6470203822
Shiny Toy Guns,4.26557788925,12.722261791
Showtek,-9.66246878451,-22.5754285844
Shpongle,-9.07055628062,4.56978931225
Sigue Sigue Sputnik,1.81991718167,3.32528493057
Sigur Rós,-11.3051918325,-16.1592488667
Silbermond,-13.5705221421,-16.2048287914
Silverstein,-16.6634621512,-8.24016628053
Silversun Pickups,-17.2884089765,4.12054311376
Simian Mobile Disco,3.54563222774,2.03712013511
Simple Minds,10.7470703798,-8.16265503041
Simple Plan,14.6397895283,-22.4336925938
Sinamore,14.6620014556,-21.9415254327
Siouxsie and the Banshees,11.4235930431,-8.63988507452
Sixpence None the Richer,-14.6072310601,2.43927236707
Ska-P,11.0857856548,-9.22093149925
Skank,-23.4105512558,-15.6926444061
Skeletal Family,-7.1383662347,-18.5221555887
Skillet,-16.2335866844,0.553660929502
Sky Ferreira,-0.331732217077,17.2627338207
Slagsmålsklubben,13.7045226875,5.96329996118
Slash,-21.0571266633,-15.2948943998
Slayer,-0.750486257717,-13.940646358
Sleetgrout,3.71640985832,-12.7525748064
Slipknot,-18.8830354144,-16.445356289
Sloe Texture,-8.00338836989,0.593236011729
Slum Village,-5.97078503328,-24.8241849193
Small Faces,-2.39817815234,-20.6479338891
Smile Empty Soul,-17.4499840641,0.536367886091
Snow Patrol,-17.7994974198,4.03138360618
Sodom,-20.5766522384,-9.03568614164
Sohodolls,4.20200394017,12.7224199327
Solar Fake,-4.32694594306,-3.43868029678
Solar Stone,9.86029875564,14.4066696452
Soman,-9.75762069351,-19.4075480998
Sonic Youth,19.7064261132,-3.73661678307
Sonique,0.884694288873,-0.890959133895
Sophie Ellis-Bextor,-1.51002922362,17.989404839
Soulfly,-0.750486256345,-13.9406463806
Soulthrow,-17.2378912248,4.0197779018
Soundgarden,-10.1395861101,-13.3399047976
Soundtrack,15.8516678185,0.247885251003
Southern Culture on the Skids,-2.00795732064,-18.5749159034
Space Cowboy,0.891593228905,-0.908809727789
Sparklehorse,-8.08938968185,-13.4409240227
Spektralized,-5.00849742148,-7.53715502488
Spice Girls,-1.43349509994,18.0312878745
Split Enz,12.3943871732,-8.24103855986
Squarepusher,-8.10298288074,1.01439490722
Squeeze,14.5053973303,-7.13295966142
Squirrel Nut Zippers,-6.18164967366,-20.770217463
Staind,15.1924154125,-22.5664434759
Stateless,10.5961311132,7.65379516851
Static-X,0.359140689708,-12.5774486878
Stavento,-2.15265220681,7.65445792371
Stereophonics,-23.8292303792,-15.5882696139
Steve Jablonsky,17.4813307743,0.699797116831
Steven Wilson,-5.68339326916,5.77265482678
Sting,1.23976104036,12.3525517639
Stone Sour,-19.1431381081,-16.1195356586
Stone Temple Pilots,-10.1441081798,-13.3404360288
Stoneface & Terminal,10.1294727107,13.8019713194
Story of the Year,13.3207604996,4.3075641118
Stray Cats,-17.4286734007,-12.3278044287
Sublime,11.0565691919,-9.25955093144
Subway to Sally,-12.7188579713,-14.4907396944
Suede,-9.06674451456,-17.0052206852
Sufjan Stevens,20.1492583302,-3.95194977152
Suicidal Romance,4.6437284019,-17.5565151385
Suicide Commando,7.12143005134,-14.0553823061
Sunn O))),19.6242918695,-3.95918156594
Sunrise Avenue,-23.8997195392,-15.6371883935
Sunset Rubdown,-8.09519645051,-13.4821217062
Super8 & Tab,10.1294727622,13.801971322
Supernova,-14.5472942384,2.47576515637
Switchblade Symphony,-6.60103402179,-17.3134613784
Switchfoot,-21.9111333155,-13.0386910433
Sylver,9.68941754064,13.4818603406
Syrian,-13.5139055698,-16.292942967
System F,9.68941752874,13.4818603441
System of a Down,-18.3862493583,-16.141580744
Sébastien Tellier,0.728395473248,-0.768640540604
T.O.Y.,-5.16749821611,-4.45833624417
TOKIO,15.285061463,-22.4451463207
TRAX,14.7905228137,-21.9409676658
Tactical Sekt,4.57292186675,-10.6753667433
Taio Cruz,-18.0390713668,-4.95313092791
Take That,-4.52886530421,20.6936717025
Taking Back Sunday,13.6291247833,5.19755346944
Talamasca,7.67730677007,11.1121444737
Talib Kweli,-5.97078511869,-24.8241855332
Talking Heads,14.1939609219,-7.25837342845
Tame Impala,-23.4392426073,-15.720613682
Tamta,-17.9271317726,-4.88763505981
Tamtrum,3.73737266283,-12.7189642834
Tan Bionica,-18.3409646929,1.02559976691
Taproot,11.8037549684,3.62718219331
Taylor Swift,-3.97071786381,17.2939986161
Tears for Fears,11.9342631107,-7.8583813065
Teen Angels,-4.13798170877,19.5883603489
Tegan and Sara,-10.251415678,13.12335656
Telefon Tel Aviv,-8.70055410567,2.93623127666
Temple of the Dog,-10.1426140973,-13.3204461749
Tenhi,-11.0559521343,-18.0670993393
Tera Melos,-11.8149675497,-17.5606707887
Terminal Choice,-5.50166927742,19.1888872675
Terranova,-8.39701843407,-15.1015447426
Teta Lando,-10.9564700256,-18.5985285456
Thalía,-2.81013648426,16.8401787587
The All-American Rejects,-19.0896639903,0.186422774579
The Avalanches,-0.212923531838,-3.96645720866
The B-52's,12.3785204913,-8.30677869128
The Barracudas,9.60319965157,-9.44988490698
The Beach Boys,-21.8515887691,-15.5400413971
The Beatles,1.28047452043,12.1822206269
The Birthday Massacre,5.44235090893,-7.89309786329
The Black Keys,-18.2209129621,6.17762721162
The Brian Setzer Orchestra,-6.21134394741,-20.7554833196
The Byrds,-2.10601605693,-20.3058915597
The Cardigans,12.4972005745,6.01799125633
The Cars,-9.11900443655,-10.2834809216
The Cinematic Orchestra,15.4964566039,-3.67137696225
The Cinematics,-18.2103682661,6.13234497765
The Clash,-13.9474441072,-10.0396087547
The Cramps,8.73270291383,-9.91775899836
The Crystal Method,-0.225365806051,-3.97780260356
The Crüxshadows,3.9836898332,-6.28291920278
The Cure,-20.864403322,-19.1832173195
The Dandy Warhols,11.7047230481,4.45877297489
The Darkness,-23.8788572355,-15.6206563747
The Dead Weather,-23.8788572169,-15.620656341
The Decemberists,7.71424765499,6.81644104034
The Detroit Cobras,-2.02046312214,-18.5701331179
The Doors,-23.4361442398,-15.6829276501
The Drums,-9.88881270668,12.3073857457
The Dust Brothers,-5.88127405076,5.72578994714
The Echoing Green,-5.07418362928,-3.42707596777
The Fall of Troy,-15.9783105809,-9.3136586215
The Flashbulb,-1.30171165309,-2.88342419043
The Fleshtones,9.83848045528,-9.31841585583
The Fray,-16.7993647193,3.54985588241
The Frozen Autumn,4.74376958253,-1.93646290198
The Future Sound of London,-8.10298297699,1.01439487551
The Fuzztones,-2.07476674938,-18.6916689753
The Horrors,-9.88882019606,12.3073911825
The Human League,11.473615842,-8.10939880113
The Jam,11.0107820217,-8.67305406728
The Jimi Hendrix Experience,-19.3041066655,12.3370912569
The Killers,-17.6229860451,4.87411484774
The Kills,-9.88630216306,9.52323258746
The Kings of Nuthin',-17.5880143594,-12.5020229595
The Kinks,-19.3041066477,12.3370922999
The Knife,-3.30589445236,-1.46744987428
The Kooks,-5.53246373854,14.1526781825
The Last Shadow Puppets,-18.2387899535,6.23311187082
The Letter Black,-21.1699916475,-13.6804605592
The Libertines,7.72457564631,6.80241570436
The Litter,-1.97566011521,-19.9584522049
The Magic Numbers,-10.4842571921,11.6691778681
The Mars Volta,13.1848167949,5.87941290493
The Meteors,-17.5877076123,-12.5021451546
The Mighty Mighty Bosstones,11.0857856343,-9.22093151002
The Mooney Suzuki,-2.11167589292,-18.7569426941
The National,7.72053004923,6.85819743838
The Offspring,-21.3661948907,-13.5974265205
The Parallel Project,10.5424535331,14.3974308688
The Pharcyde,-6.09235450412,-24.5288603518
The Pillows,-14.8917606633,-14.3045105935
The Police,14.8217493018,-7.08042292811
The Postal Service,-0.45507413375,-9.71099083094
The Presets,-1.67357104247,-6.220375143
The Pretty Reckless,-18.3691458608,1.15138898966
The Pretty Things,-2.13439844459,-20.499178861
The Puppini Sisters,-6.19866483225,-20.762331002
The Pussycat Dolls,-1.47108634161,19.8963644227
The Quakes,-17.587680758,-12.5021629461
The Rasmus,10.6520351411,4.61059918307
The Red Jumpsuit Apparatus,13.8282756039,4.78435088153
The Roots,-5.97078488252,-24.8241855217
The Script,14.3480385777,5.41795148368
The Seeds,-2.03047040146,-20.3315302782
The Shins,7.29330062229,6.98337517021
The Sisters of Mercy,10.2450782021,-8.3710327583
The Smashing Pumpkins,-17.129737039,0.466993319349
The Smiths,10.3075008001,-8.47971971927
The Sonics,-2.02227303485,-20.2561132145
The Specials,10.6215157106,-9.83499138109
The Stranglers,12.5547652035,-9.08538744989
The String Quartet,18.4053077213,0.447177211377
The Strokes,-16.5918366498,4.59861171644
The Thermals,-18.2209129699,6.1776272099
The Ting Tings,-9.90636695411,11.9529543036
The Troggs,-2.02227304296,-20.2561132257
The Used,-22.7208064337,-16.3568011346
The Veils,7.69314704787,6.83236545778
The Velvet Underground,-20.6015064108,-16.2220089154
The Veronicas,-3.25221563143,20.2141493304
The Whitest Boy Alive,-0.0478998876565,-4.19223043843
The Yardbirds,-19.3041065367,12.3370912506
The Zombies,-8.41004656196,-15.1545040878
The xx,0.862297259556,-0.948533244756
Theatre of Tragedy,-11.3915262835,-1.69457702037
Thelonious Monk,15.1803830959,-3.61952223086
They Might Be Giants,14.604516405,-22.0140090226
Thirteen Senses,-4.95220814247,-18.2748212693
This Beautiful Republic,11.5286879771,4.39885221592
Thom Yorke,11.8110324238,6.8690828812
Thomas Newman,-10.95647127,-18.5985281029
Thousand Foot Krutch,-17.2253025316,0.482047508667
Three Days Grace,10.1660575137,4.6231281812
Thrice,-23.4220858545,-15.6664210873
Thursday,-20.9022129053,-17.5645926652
Tiamat,-1.43724751842,-15.331259725
Tiffany Thornton,0.337888885072,13.5164688112
Tiga,2.05686570799,2.36076327397
Tim Hecker,-8.15167173481,3.27111800889
Timati,-2.75682435439,6.69480780925
Timbaland,-3.14993482231,11.9921132809
Tina Turner,14.6674932233,-21.9333263748
Tiësto,9.68941750386,13.481860329
Tokio Hotel,-19.0060350762,1.35842220607
Tokyo Police Club,-10.4099379856,11.74206311
Tom Waits,-6.45204970577,-13.150208267
Toni Braxton,-12.6037754719,-1.79881537183
Tool,-16.1227873604,-16.7519016857
Toque Profundo,-21.9149132544,-12.927867585
Tori Amos,-11.2581801417,-10.9581376808
Tracktor Bowling,11.2667317294,4.74864009544
